id	filename	md5	size	state
17fcd0b6-0917-4f48-8ca7-17f22485bf34	17fcd0b6-0917-4f48-8ca7-17f22485bf34/unc.edu.497767ca-3148-46d2-b4fc-15530c678b0b.1543281.rsem.genes.normalized_results	f84cd1b06388e9d0aea5ee979697de0c	436525	live
1b154036-1468-4c91-9c97-edab3704b46b	1b154036-1468-4c91-9c97-edab3704b46b/unc.edu.570d3a26-6bcf-4442-aba9-95a01e84aa16.1542348.rsem.genes.normalized_results	a442820112cf71a4621fc06628c3253f	436374	live
1b32438f-fc93-4855-99fc-c95fe47df82c	1b32438f-fc93-4855-99fc-c95fe47df82c/unc.edu.51fff807-cfea-4ff5-bd35-093b0c18f0fb.1543121.rsem.genes.normalized_results	9f4702c855a3ef6f4ff8fbd40111b5da	435635	live
1e7f68da-686a-47d6-9272-bdd4b498686d	1e7f68da-686a-47d6-9272-bdd4b498686d/unc.edu.acb1160e-036a-4108-a9ce-d5f954191593.1538785.rsem.genes.normalized_results	37f4c88382422fd6c22eaebeb4be31d1	437195	live
1f206613-6643-47d3-8dbd-26e0520756e9	1f206613-6643-47d3-8dbd-26e0520756e9/unc.edu.37218c7d-74ed-43db-9556-a09006645998.1543891.rsem.genes.normalized_results	afde965881dc98c018663ec159cfd077	435921	live
217d72e9-4d6f-409d-911c-0a70b17a0adc	217d72e9-4d6f-409d-911c-0a70b17a0adc/unc.edu.b469eb7c-723f-4870-b4e4-ebfaae7a118b.1536566.rsem.genes.normalized_results	beda9f89f08fc6a892a72e8b704fdbd9	437283	live
2316e46f-a138-4974-b0d7-c30b051468ad	2316e46f-a138-4974-b0d7-c30b051468ad/unc.edu.f46e05f2-56b9-4a31-b0ec-882414a7aaf6.1532458.rsem.genes.normalized_results	863bb78eff9a9d5240debc024461dab1	435468	live
23b7ac20-d72e-4218-b206-b46ddddf0d83	23b7ac20-d72e-4218-b206-b46ddddf0d83/unc.edu.05a2eea8-f366-4ae7-80f3-03324fb6e66e.1545318.rsem.genes.normalized_results	169f6c355b794e3a391dffcd20c52deb	436672	live
23c9ca28-cef0-46e0-b126-aea5a531695f	23c9ca28-cef0-46e0-b126-aea5a531695f/unc.edu.ec85fbac-e181-4559-b601-d2efe44e37a8.1533900.rsem.genes.normalized_results	c5afb9890f523048973216af8ff6c46c	436666	live
24f041b4-0b63-4f5b-9c17-4de92f54ef3d	24f041b4-0b63-4f5b-9c17-4de92f54ef3d/unc.edu.903d756b-42ba-49bd-9a53-085b3211d8a7.1539346.rsem.genes.normalized_results	70172e99eed63e803ba7777aa171c8b8	435616	live
25565ee6-2c84-4474-9ec1-bd4f0a0cb507	25565ee6-2c84-4474-9ec1-bd4f0a0cb507/unc.edu.61677ea1-64a7-46e3-8b99-784ee9af1ba5.1542154.rsem.genes.normalized_results	a630e29c4579477512b5783b8b72e3d1	436627	live
27e3f11d-413d-4fb4-a56e-7ecdef403e78	27e3f11d-413d-4fb4-a56e-7ecdef403e78/unc.edu.92972663-4231-4e24-96d1-23857a445e03.1539770.rsem.genes.normalized_results	985f0d43e9efdc5583bcf36e2a88ef98	435734	live
28724a99-f098-43eb-b711-ff05734d7757	28724a99-f098-43eb-b711-ff05734d7757/unc.edu.2db5af77-d0af-4c3c-bd2a-779e0a7228e0.1544729.rsem.genes.normalized_results	ebeb07d0caeaa5d3eb9bc2a12747666d	437068	live
28c63d25-49d5-45a6-b1d2-370b1d481457	28c63d25-49d5-45a6-b1d2-370b1d481457/unc.edu.748dc9ed-758b-43c9-af66-111f6ab3d6ce.1541034.rsem.genes.normalized_results	9ab006954fd26a49159158170f0a1ff9	436241	live
2aabdc91-32ac-4c50-9a42-71f381136917	2aabdc91-32ac-4c50-9a42-71f381136917/unc.edu.35578669-fb40-49fa-b6b5-3bd0f239fa7e.1544391.rsem.genes.normalized_results	45b83dfe7633645448509133fe0973e9	435807	live
2bbfccc5-8dba-49c2-be90-1dd674d6c6fe	2bbfccc5-8dba-49c2-be90-1dd674d6c6fe/unc.edu.10c78528-13e4-4ce1-b171-939c9e4492d8.1544846.rsem.genes.normalized_results	54e6b31f4814c6dfecbce2b98bf77676	436764	live
2eb357cb-b4b3-4e09-9a4a-a0a01f6fee1d	2eb357cb-b4b3-4e09-9a4a-a0a01f6fee1d/unc.edu.48f886d5-bb04-4fd1-809c-4b85730c4208.1543535.rsem.genes.normalized_results	10bb8672c88dc6e33d9e087e735a7fd0	436671	live
2f7364c8-c978-4762-9d3a-006ba984052c	2f7364c8-c978-4762-9d3a-006ba984052c/unc.edu.47fbba7a-4914-4bcd-9fea-7ebb84fb4b47.1543813.rsem.genes.normalized_results	d7a8ff2444e9bed8258df9c979486459	436506	live
2fab4b97-e5cb-45c5-afd8-3026d17ee7ef	2fab4b97-e5cb-45c5-afd8-3026d17ee7ef/unc.edu.2cd6082b-d5e7-45a1-96f9-8ef4cccf8533.1544424.rsem.genes.normalized_results	038d0e1875d0b9df210dab8c29fb12cd	436228	live
30d564ee-3d4d-4495-ae83-068d7c365e24	30d564ee-3d4d-4495-ae83-068d7c365e24/unc.edu.48724ea4-25f1-463c-883a-69897e7d9a41.1543761.rsem.genes.normalized_results	d7d1190fe26044d8de62b9a242145f70	436601	live
31535411-fb03-489e-8a24-a5b068e47665	31535411-fb03-489e-8a24-a5b068e47665/unc.edu.f4398f60-1a5f-426f-8d4c-ab52d815bb98.1532557.rsem.genes.normalized_results	3a7fd2147ea84742e21eb97c1967231f	436285	live
33f771a6-3e17-4fec-8d7c-9c23b5e077a0	33f771a6-3e17-4fec-8d7c-9c23b5e077a0/unc.edu.ca803595-2792-4d7d-81f6-cce8d96d0119.1538272.rsem.genes.normalized_results	204e9411155439014b004930b2e128d1	436165	live
34780b11-7c55-4792-8454-9ef4b0a5cc09	34780b11-7c55-4792-8454-9ef4b0a5cc09/unc.edu.95d8884d-0961-4070-be07-55dce4c7bc8f.1539496.rsem.genes.normalized_results	c1989556370be3620161fae95218ea13	436751	live
35a1796f-2f29-41f0-b0a2-2b7623f990a0	35a1796f-2f29-41f0-b0a2-2b7623f990a0/unc.edu.6f987110-3dbf-4f06-952a-e1aea4b81b44.1540887.rsem.genes.normalized_results	5f686c50eec6c88fbbef60e5e1fa6492	435041	live
35e58acc-3367-4077-9c55-e9ec8166aa04	35e58acc-3367-4077-9c55-e9ec8166aa04/unc.edu.03422479-a670-44ed-a9f7-33f4554ef6f6.1545390.rsem.genes.normalized_results	d3fcaa2193cb3a6faa1c8670f391782a	435126	live
36f8d0b4-a8b9-4749-9797-83f21befa3e8	36f8d0b4-a8b9-4749-9797-83f21befa3e8/unc.edu.07775763-1931-4f95-ad0a-094a228a3770.1545195.rsem.genes.normalized_results	22c56f0e1251d673696aeff2537b92ba	437143	live
3928de1a-346f-4d8e-8a37-b922395f0c08	3928de1a-346f-4d8e-8a37-b922395f0c08/unc.edu.d39f75a1-3216-4f0a-86d2-0055feced3dd.1537587.rsem.genes.normalized_results	6b2bb60f52ffed1b859a2ed65634f2f7	436150	live
3c6504dd-0683-40ec-9919-fe3e351cc297	3c6504dd-0683-40ec-9919-fe3e351cc297/unc.edu.bbd74b84-fee5-45ee-9b76-b84d54a42a08.2403856.rsem.genes.normalized_results	6e91bd9449dd3fadc3ea09076b6f9ca0	436821	live
3d156563-07d5-4158-8e4c-8a4c0ab15183	3d156563-07d5-4158-8e4c-8a4c0ab15183/unc.edu.a0dfc338-c576-4a9c-8db3-3bbbcd5dc960.1539575.rsem.genes.normalized_results	a20fb0fab3419c3b9b2510cf2b3f3e7e	436115	live
4050727b-22e8-4102-93f7-2371d8f37ed9	4050727b-22e8-4102-93f7-2371d8f37ed9/unc.edu.125927b5-24fd-4910-8b21-6fe37adb8a7c.1544945.rsem.genes.normalized_results	be80a5bb771f7a5879b8365bf78d1f44	434855	live
40ae6f2d-3491-4b41-9e96-63b081bef293	40ae6f2d-3491-4b41-9e96-63b081bef293/unc.edu.ee783da8-98c4-4107-8e9b-af8580ac2f24.1533118.rsem.genes.normalized_results	b85a12aca7fdb3e7fbd2a7ffdc7b9223	435006	live
40b345d0-129d-47d9-86e3-3938730c6694	40b345d0-129d-47d9-86e3-3938730c6694/unc.edu.4aa70762-1a0e-4b38-be77-a89db0955193.1542658.rsem.genes.normalized_results	e12f69aa7b6a63f9afb09711ba3877e0	436028	live
429c0237-d2bd-4e4d-90ca-da77818ebf7c	429c0237-d2bd-4e4d-90ca-da77818ebf7c/unc.edu.9f591278-eec9-422f-9b78-77f65fa84f18.1539408.rsem.genes.normalized_results	ac13577c1f4c47c61338a7acc0691824	434391	live
43c9796d-841e-471e-a813-fa2ffff44298	43c9796d-841e-471e-a813-fa2ffff44298/unc.edu.17c98d8c-8bd4-4b16-a384-0497d730f497.1545016.rsem.genes.normalized_results	9a2d2298990e9efe8438916963286b01	436487	live
45dd1666-976c-4229-943e-ae1631fd8ad6	45dd1666-976c-4229-943e-ae1631fd8ad6/unc.edu.f2d1056f-1329-44e4-8269-0e7dde93d64a.1532585.rsem.genes.normalized_results	ee6121ac16894dd4094f316c112c0ea2	436445	live
462c000b-c125-4b6b-9f6a-ae423f63bc06	462c000b-c125-4b6b-9f6a-ae423f63bc06/unc.edu.25315562-5f8e-46d0-ab77-d1f6ce75270b.1544654.rsem.genes.normalized_results	3ad069914168f47656da98ad9d9a56a3	436868	live
464027f4-4b44-4c76-9260-887c3a38f1a0	464027f4-4b44-4c76-9260-887c3a38f1a0/unc.edu.33daf82d-0b4d-474e-84d7-f21c47077c95.1542932.rsem.genes.normalized_results	bbac7ff05a8e68695048224914d9a664	435531	live
46cc24f6-0ef9-48e9-a96a-3e72960c7272	46cc24f6-0ef9-48e9-a96a-3e72960c7272/unc.edu.49516e85-eebe-491b-90eb-c76e4425f130.1543064.rsem.genes.normalized_results	042bf4363820ee3fe84dfc8ba84a9933	436748	live
4cd4dc2f-93d5-4ee1-94d0-87465ce0f7c8	4cd4dc2f-93d5-4ee1-94d0-87465ce0f7c8/unc.edu.a77fc356-53b6-4932-a369-4bb7b89f8ed2.1538133.rsem.genes.normalized_results	c17a0cb691219ce4114688a1410fc510	435593	live
4ecfcdc3-0227-4bb0-b175-06a47cf647a1	4ecfcdc3-0227-4bb0-b175-06a47cf647a1/unc.edu.31398055-e000-4ca1-a37d-aac2df5920b4.1544172.rsem.genes.normalized_results	059d6f4084c5c47886105a9a718d6813	436141	live
4f366619-7eb2-4d1e-bf2c-5de975c60e51	4f366619-7eb2-4d1e-bf2c-5de975c60e51/unc.edu.7522ddf3-0d35-4085-9f94-1ca2e38aa804.1541255.rsem.genes.normalized_results	87c50187fa7ca2d0e956c17caaf66d08	435898	live
5253951e-d078-4c9a-aa86-77883229a86a	5253951e-d078-4c9a-aa86-77883229a86a/unc.edu.66f6da01-b85b-4e29-8059-0bb6a32d709f.1541610.rsem.genes.normalized_results	17146a062602fa18893878e32ca07f44	436827	live
5295b385-6a4f-4476-90ca-85c81c7a968f	5295b385-6a4f-4476-90ca-85c81c7a968f/unc.edu.8880d24b-a72e-4472-8d14-19e58e0a61ae.1540132.rsem.genes.normalized_results	9da974551c01557d981e1620cdfecaa2	437257	live
53cb60f9-0c0f-4d58-9c98-39c2b657f1f6	53cb60f9-0c0f-4d58-9c98-39c2b657f1f6/unc.edu.f026a95f-89a7-464f-a8f2-ea036fe1774f.1533771.rsem.genes.normalized_results	3065350d7b6307257285696c1008503a	434391	live
543b714e-ca1e-434d-a703-e3715e75b665	543b714e-ca1e-434d-a703-e3715e75b665/unc.edu.10bfa2d8-228f-43d8-ae15-1f58c25d1be3.1544894.rsem.genes.normalized_results	83a65e5ef8e1df9fc0e2fdd859c71559	436214	live
57c2cc26-5767-4003-9e10-3016e2d3bdd3	57c2cc26-5767-4003-9e10-3016e2d3bdd3/unc.edu.616011aa-5aad-4078-85a6-e61f98d83363.1543127.rsem.genes.normalized_results	ad49e0fbc728e227577c9f8acd9fae83	436254	live
5843988f-3c0b-4c36-8e17-b52d2a9accb8	5843988f-3c0b-4c36-8e17-b52d2a9accb8/unc.edu.6b59b1e5-4593-49f9-add7-b41e719d7af6.1541343.rsem.genes.normalized_results	d4837da447ef3e7ab4e0a2b2e25235dd	435374	live
5cd0729b-3a3a-4de0-8014-038966f5616b	5cd0729b-3a3a-4de0-8014-038966f5616b/unc.edu.94f66829-3cef-4af2-9f97-2352ac85efee.2403684.rsem.genes.normalized_results	f3cd6c2c8616ac3d89e07d5281eddc49	436814	live
5dc589f1-28f2-4129-b736-ea8b0964df5f	5dc589f1-28f2-4129-b736-ea8b0964df5f/unc.edu.110100d2-bfb8-42d2-875f-9424a8bd2086.1544980.rsem.genes.normalized_results	cb4485ae275d365c25dcc43974a1dd97	436619	live
5ebb37b6-0b33-46b9-a14c-f68672c44cc9	5ebb37b6-0b33-46b9-a14c-f68672c44cc9/unc.edu.3721666c-f46f-4b43-9f5d-b3cf85af176c.1543702.rsem.genes.normalized_results	2ffdbe5302186088752b1db7ea3f3d8d	435291	live
60ac58c0-5731-430d-b775-0a5be6a483f3	60ac58c0-5731-430d-b775-0a5be6a483f3/unc.edu.2e5a4130-bc62-4986-948b-b741b3fbdc7a.1544090.rsem.genes.normalized_results	6247b61e72fb79827f18744922e44a9b	436000	live
61c8ed04-0f81-40b4-a757-a50f9e92721b	61c8ed04-0f81-40b4-a757-a50f9e92721b/unc.edu.d722657b-e5b6-4476-94e9-1135ce8aecad.1535571.rsem.genes.normalized_results	50d045b8117da73270a66a8627835efc	435794	live
621796a7-72d4-4131-9d2c-6ee5c4b7ae12	621796a7-72d4-4131-9d2c-6ee5c4b7ae12/unc.edu.94985059-d992-4f1f-ae67-36cf287f443d.1539984.rsem.genes.normalized_results	a8e6c67f6f65140874892733121dbacd	436692	live
636714b7-f212-4d41-9016-c97c5604e7cd	636714b7-f212-4d41-9016-c97c5604e7cd/unc.edu.28239a0e-9990-49ef-a159-ba63fb078c77.1543931.rsem.genes.normalized_results	163ebf25318f1b6c3df0433beb346363	434933	live
6370b4c4-4607-4476-a51b-eeac8b8570c1	6370b4c4-4607-4476-a51b-eeac8b8570c1/unc.edu.39b5a7b5-e2ec-442d-94c4-ba938ee79b97.1542468.rsem.genes.normalized_results	0c9b59f165e5af96b4995430dc5adafa	436414	live
65d271c0-095a-483e-8a4d-110eb6a53f1c	65d271c0-095a-483e-8a4d-110eb6a53f1c/unc.edu.d29e5a15-6ad2-41f9-b4e8-5c4b0f3fda9e.1537606.rsem.genes.normalized_results	08c57d9adba0552c77fae2f2c7d71d97	436049	live
661d504a-fbcf-44fa-b4f6-1930ac978229	661d504a-fbcf-44fa-b4f6-1930ac978229/unc.edu.5d40c2af-b2e9-407c-be1f-780a9071fbe7.1542836.rsem.genes.normalized_results	75094c80027d0281a08fcab3a639d5f5	436027	live
698c106a-7014-4306-b475-cfe357bdbd8f	698c106a-7014-4306-b475-cfe357bdbd8f/unc.edu.e50235f8-f8cf-44c8-9d5e-ca5bbbb6291a.1536299.rsem.genes.normalized_results	29e8f27258a26ee14b670ed079a7f3cb	436291	live
699e06cb-5094-4d40-9e0c-265ccd39ccc2	699e06cb-5094-4d40-9e0c-265ccd39ccc2/unc.edu.ca6d5ed3-f6f7-4dde-be24-7652d7dfab16.1539001.rsem.genes.normalized_results	0e1210468b6d7f6318608f81f163b562	435833	live
6dad3d39-f85c-47fe-989c-9054c088d1a9	6dad3d39-f85c-47fe-989c-9054c088d1a9/unc.edu.2ee686c6-da57-4371-90a9-db02ab6cb278.1544194.rsem.genes.normalized_results	81ae95713970191d4ec6b6856a97ee42	436106	live
6e72263b-9356-46eb-b7f5-3afd19d04f72	6e72263b-9356-46eb-b7f5-3afd19d04f72/unc.edu.d577af6d-d9f1-435d-8429-73b5c5962238.1536803.rsem.genes.normalized_results	a9e1a00eb4665764ddc585fc09777a58	435287	live
700cd1ba-cfa1-4a95-83d1-bbfdaecf5986	700cd1ba-cfa1-4a95-83d1-bbfdaecf5986/unc.edu.4d2bc147-bed8-4621-be86-f32559f0ed91.1542532.rsem.genes.normalized_results	3d6a0f75f78c4e975ae3d9b65d56962a	437122	live
70d769a1-5335-4013-841f-086d4ea5b300	70d769a1-5335-4013-841f-086d4ea5b300/unc.edu.82d0310c-7bd8-422e-97a7-7e73be8d8a30.1540255.rsem.genes.normalized_results	7d89608e8a2248ec4a68d700ff8f84a9	434121	live
72ef94c4-d9e3-41de-ac3d-74ac62366a57	72ef94c4-d9e3-41de-ac3d-74ac62366a57/unc.edu.271ec214-e83b-4fcb-85cf-f35f3c39f0aa.1544713.rsem.genes.normalized_results	2f876a6b307ffc729856aab67d4951bd	436069	live
73c364ce-44df-4d5d-a9e0-46a57956ca10	73c364ce-44df-4d5d-a9e0-46a57956ca10/unc.edu.a344de7b-5980-4612-9d58-1c8058a2bfd9.1539170.rsem.genes.normalized_results	bf10f267883a2bac01e69711adea0451	436805	live
7837237e-bd45-4928-8004-0fcab19e1206	7837237e-bd45-4928-8004-0fcab19e1206/unc.edu.56a705f4-fd28-44ff-8a3c-85bc4300c760.1543366.rsem.genes.normalized_results	a6131c16b11a2312164bfb04efb3b5b8	435474	live
7971e5a9-efa0-475f-a37f-06cd718dfc0b	7971e5a9-efa0-475f-a37f-06cd718dfc0b/unc.edu.fbf2f1c0-fb91-4548-8653-68021e6541f9.1532635.rsem.genes.normalized_results	0d6304777efa7b2486a03e619f469a0f	436128	live
799898e4-dee7-4428-a3b3-a386a6bd92f5	799898e4-dee7-4428-a3b3-a386a6bd92f5/unc.edu.04e97d81-96bb-40e7-9e8c-1efb19179a62.1545277.rsem.genes.normalized_results	1895228e877439acf6e2826c0170ebf0	435825	live
7c2937a3-ddbf-4f48-9fe4-acd572a4ec23	7c2937a3-ddbf-4f48-9fe4-acd572a4ec23/unc.edu.b1019532-963f-4c8e-ba55-b03dea8b5498.1537428.rsem.genes.normalized_results	53b6941de420083a67d6f4d7af6b913c	433788	live
7d0d6ab2-c29e-4007-858b-4766c0e1b238	7d0d6ab2-c29e-4007-858b-4766c0e1b238/unc.edu.f5fffae0-0fbe-40f8-93d7-525407048620.1532689.rsem.genes.normalized_results	c120681ac836303c61e74a0aa2f84b2f	435741	live
7fa752be-0d51-4918-a6dd-bc1076d23402	7fa752be-0d51-4918-a6dd-bc1076d23402/unc.edu.689fb14c-d3c5-414f-8c7a-8aa73ebbfc37.1542042.rsem.genes.normalized_results	9b444197e76f47967c68abf7211120bd	437077	live
828403b2-a0d3-4fe3-a983-9fc0c07dd45d	828403b2-a0d3-4fe3-a983-9fc0c07dd45d/unc.edu.f2ab5972-46e6-4d13-bf8e-dffc1dc8a9e9.1533331.rsem.genes.normalized_results	c74883015885459a45bd43d0292e201e	436894	live
83d51263-0346-426e-8b35-1fec12ff3b8a	83d51263-0346-426e-8b35-1fec12ff3b8a/unc.edu.e454530c-3b94-444c-bd1a-682b6048aa94.1537013.rsem.genes.normalized_results	0272dbf2e1573857c79cc1242f3da97e	436377	live
8402365b-79a4-4748-ae70-9e356c1cc90f	8402365b-79a4-4748-ae70-9e356c1cc90f/unc.edu.2d1481b0-3bdd-4b9e-b1e1-813d0c624c25.1544226.rsem.genes.normalized_results	064e03b69bc9d550e9f7dae492ad9f45	435848	live
84ed6bfb-b8b1-47b6-aa31-95db12692c9d	84ed6bfb-b8b1-47b6-aa31-95db12692c9d/unc.edu.5522993c-6439-483c-97a6-843026d5198b.1542029.rsem.genes.normalized_results	03bbaf44d967011a04c221bb9003a29e	435495	live
879e17f0-1115-4127-8287-6ae9dbffda59	879e17f0-1115-4127-8287-6ae9dbffda59/unc.edu.67b4bd07-77fd-4595-b2a0-5f3a3a43a221.1541113.rsem.genes.normalized_results	1a42e83e93eceade8e02f7981c63899d	437343	live
8806edc4-addb-4b8b-bc4c-355cbf8c399c	8806edc4-addb-4b8b-bc4c-355cbf8c399c/unc.edu.4bd8bbae-7370-43c7-89cb-0fe0028553dd.1541638.rsem.genes.normalized_results	bc64ef92ce70a67d461449134dc20b02	434561	live
8ab0c9d6-d006-4d1c-b7c0-468b08f44bfe	8ab0c9d6-d006-4d1c-b7c0-468b08f44bfe/unc.edu.6f9d76f0-ff61-4c58-ab2f-a7c84e9726e9.1540819.rsem.genes.normalized_results	504fdecc95cbc0e2992ad107606ab6b6	436451	live
8becb41e-2ace-429d-b4cb-45e26d7ed65c	8becb41e-2ace-429d-b4cb-45e26d7ed65c/unc.edu.1dd740dc-2752-4511-ac12-45766c8e2737.1544779.rsem.genes.normalized_results	bef431d2244e0d16969c9634545c3a42	435237	live
916fdf6c-e008-4415-9be2-e8095697277a	916fdf6c-e008-4415-9be2-e8095697277a/unc.edu.8401d72d-a286-4541-b566-c6212ef4c89c.1540249.rsem.genes.normalized_results	ae78063f3e4cd901a9ac692220709685	436924	live
95321a6a-c6b0-42bd-b60a-cd9b8328ec9e	95321a6a-c6b0-42bd-b60a-cd9b8328ec9e/unc.edu.102a0737-7d27-46b8-a433-4f1bb5300858.1545071.rsem.genes.normalized_results	9ab6e54a9a4a3a8265ce3e69bd411c36	436444	live
954c898a-b5ae-4fec-880b-890d4a9e037b	954c898a-b5ae-4fec-880b-890d4a9e037b/unc.edu.23b23702-8e0f-4b4c-ad92-ce7ea44939e6.1544065.rsem.genes.normalized_results	a1379ab262859850649051b2df076fec	436273	live
973ce0ac-f613-4b99-b2ab-3e2d5548f05f	973ce0ac-f613-4b99-b2ab-3e2d5548f05f/unc.edu.152afe8c-f67c-4d7c-93ac-e1b7edd56c54.1544649.rsem.genes.normalized_results	84478e78d95e1155019ccb7e0e0fea2f	436272	live
9815bfe2-bf6d-4a05-9107-778e334dacdc	9815bfe2-bf6d-4a05-9107-778e334dacdc/unc.edu.559a1178-052c-4452-876c-ba2468a3160a.1543346.rsem.genes.normalized_results	c5f9550117bc6475c9dc1f872e174199	436754	live
9c5b8d25-51bd-4be3-918c-1219e671608b	9c5b8d25-51bd-4be3-918c-1219e671608b/unc.edu.5f19c351-94d4-4164-aa7e-4a0f44640cbb.1542155.rsem.genes.normalized_results	ab3307eb13238a8c63d7c9c7792f937d	437041	live
9c96849a-86a6-43bb-8601-927a68c77536	9c96849a-86a6-43bb-8601-927a68c77536/unc.edu.66b268a8-8652-4efc-8b2e-cf4ac6e00516.1542556.rsem.genes.normalized_results	6c577e8dbfebb88f308f9abadbad293c	436021	live
9cbc854d-1f69-40a1-9c2f-8a715c495524	9cbc854d-1f69-40a1-9c2f-8a715c495524/unc.edu.c6d836ec-710d-4559-ba66-2715f6a55d4c.1538758.rsem.genes.normalized_results	47f71c7778bc41d0fcafdb687b2248c0	435565	live
9d3dfe99-d16d-4aa5-9415-3cab0ffd2988	9d3dfe99-d16d-4aa5-9415-3cab0ffd2988/unc.edu.2de8f5dd-decd-47f4-856a-bda678ee6ab8.1544304.rsem.genes.normalized_results	b3d32660fde7340988fa9133203a5620	435739	live
9e831601-155f-4e31-b4b7-fd42998c0132	9e831601-155f-4e31-b4b7-fd42998c0132/unc.edu.777c1ad8-ae6d-4c17-ad59-8b26adb67a1b.1539904.rsem.genes.normalized_results	d31c3f3cce26f58bda54bf9de17dac34	436074	live
9f16356c-1750-4fb6-80bc-c47d72f005c9	9f16356c-1750-4fb6-80bc-c47d72f005c9/unc.edu.ecd3ecba-4d25-4995-91df-e076f0cbe2bc.1534635.rsem.genes.normalized_results	cf5fd3a88a9849d3c7c5921ab90b663d	437445	live
9f646e6b-45ce-4170-9d91-28b7ea1a6910	9f646e6b-45ce-4170-9d91-28b7ea1a6910/unc.edu.faadb03e-20bc-4308-a86b-2bdb6aad8a23.1532177.rsem.genes.normalized_results	fbf1cef89b6c434199d2e674d1fe3948	436532	live
a0c266ce-1d4c-490c-bcd3-342b8e6c1373	a0c266ce-1d4c-490c-bcd3-342b8e6c1373/unc.edu.39580733-5ff1-43a1-b9fd-53b6f6e879bd.1544051.rsem.genes.normalized_results	ba9fd4e6cf69c7b6e0e214fdf81c68f3	436359	live
a1b10d2c-757b-400f-98e4-b8cfa83ba4c5	a1b10d2c-757b-400f-98e4-b8cfa83ba4c5/unc.edu.8dd4d862-180f-479b-8d87-0eaae4fc9236.1539924.rsem.genes.normalized_results	addc3872fc6f2f9701d13d7a4ecabb7a	436943	live
a3d5de70-5394-4370-8ca2-f6d9320e63d5	a3d5de70-5394-4370-8ca2-f6d9320e63d5/unc.edu.67068dc6-6270-4e7b-a857-3008dadc2d59.1541836.rsem.genes.normalized_results	15521f32ccfcee17f725b1bbbc28a5c7	435920	live
